RowID,CCNumber,CrimeDateTime,CrimeCode,Description,Inside_Outside,Post,Gender,Age,Race,Ethnicity,Location,New_District,Neighborhood,Latitude,Longitude,GeoLocation,PremiseType,Total_Incidents,x,y
174364,24K01805,2024-11-06 14:54:00,4A,AGG. ASSAULT,O,515.0,F,43.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,E 34TH ST,NORTHERN,WAVERLY,39.32990735438914,-76.60625581978128,"(39.32990735438914,-76.60625581978128)",STREET                                            ,1,-76.6062558199999,39.3299073540001
169994,24K01816,2024-11-06 16:30:00,3A,ROBBERY,I,514.0,M,24.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,SAINT PAUL ST,NORTHERN,CHARLES VILLAGE,39.326975,-76.616072,"(39.326975,-76.616072)",DRUG STORE / MED  BLDG                            ,1,-76.616072,39.3269750000001
174370,24K01816,2024-11-06 16:30:00,3C,ROBBERY - COMMERCIAL,I,514.0,DK,DK,DK, ,SAINT PAUL ST,NORTHERN,CHARLES VILLAGE,39.326975,-76.616072,"(39.326975,-76.616072)",DRUG STORE / MED  BLDG                            ,1,-76.616072,39.3269750000001
170081,24K01780,2024-11-06 16:30:00,6C,LARCENY,I,312.0,DK,DK,DK, ,2400 N CHARLES ST,EASTERN,OLD GOUCHER,39.316408,-76.616826,"(39.316408,-76.616826)",GROCERY/CONFECTION                                ,1,-76.6168259999999,39.316408
175005,24K01792,2024-11-06 17:00:00,6J,LARCENY,I,312.0,DK,DK,DK, ,2400 N CHARLES ST,EASTERN,OLD GOUCHER,39.316408,-76.616826,"(39.316408,-76.616826)",GROCERY/CONFECTION                                ,1,-76.6168259999999,39.316408
175739,24K01852,2024-11-06 20:13:00,6C,LARCENY,I,514.0,DK,DK,DK, ,3100 GREENMOUNT AVE,NORTHERN,BETTER WAVERLY,39.326908,-76.609338,"(39.326908,-76.609338)",CONVENIENCE STORE                                 ,1,-76.609338,39.3269080000001
169995,24K03696,2024-11-06 22:00:00,7A,AUTO THEFT,O,525.0,F,35.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,IVANHOE AVE,NORTHERN,PEN LUCY,39.340945,-76.604383,"(39.340945,-76.604383)",STREET                                            ,1,-76.604383,39.340945
174367,24K01905,2024-11-06 22:00:00,6F,LARCENY FROM AUTO,O,525.0,M,21.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,BELGIAN AVE,NORTHERN,PEN LUCY,39.340552,-76.603604,"(39.340552,-76.603604)",STREET                                            ,1,-76.603604,39.3405520000001
174252,24K01912,2024-11-07 01:19:00,8A,ARSON,O,734.0,M,42.0,UNKNOWN,HISPANIC_OR_LATINO,DUCATEL ST,WESTERN,RESERVOIR HILL,39.31246996284077,-76.63432386008724,"(39.31246996284077,-76.63432386008724)",STREET                                            ,1,-76.6343238599999,39.3124699630001
174242,24K01922,2024-11-07 02:25:00,4A,AGG. ASSAULT,O,312.0,M,32.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,N CHARLES ST,EASTERN,OLD GOUCHER,39.315324,-76.616898,"(39.315324,-76.616898)",STREET                                            ,1,-76.6168979999999,39.315324
174243,24K01925,2024-11-07 03:35:00,6C,LARCENY,I,511.0,DK,DK,DK, ,3600 KESWICK RD,NORTHERN,WYMAN PARK,39.332177,-76.628007,"(39.332177,-76.628007)",CONVENIENCE STORE                                 ,1,-76.628007,39.3321770000001
173127,24K04217,2024-11-07 08:00:00,4E,COMMON ASSAULT,O,314.0,F,57.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2100 HARFORD RD,EASTERN,DARLEY PARK,39.314324,-76.597731,"(39.314324,-76.597731)",STREET                                            ,1,-76.597731,39.3143240000001
173860,24K35556,2024-11-07 10:20:00,6J,LARCENY,I,512.0,F,34.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,3000 KESWICK RD,NORTHERN,HAMPDEN,39.323723,-76.627794,"(39.323723,-76.627794)",OTHER/RESIDENTIAL                                 ,1,-76.6277939999999,39.323723
173125,24K05646,2024-11-07 11:00:00,6J,LARCENY,I,734.0,F,60.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,2300 MADISON AVE,WESTERN,RESERVOIR HILL,39.311985,-76.637305,"(39.311985,-76.637305)",OTHER/RESIDENTIAL                                 ,1,-76.637305,39.311985
173126,24K02069,2024-11-07 12:27:00,6J,LARCENY,I,512.0,M,31.0,DK,UNKNOWN,500 W 28TH ST,NORTHERN,REMINGTON,39.319944,-76.624029,"(39.319944,-76.624029)",OTHER/RESIDENTIAL                                 ,1,-76.624029,39.3199440000001
174189,24K02424,2024-11-07 13:30:00,4E,COMMON ASSAULT,O,733.0,M,DK,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,W NORTH AVE,WESTERN,PENN NORTH,39.310078,-76.643428,"(39.310078,-76.643428)",STREET                                            ,1,-76.643428,39.310078
174088,24K02050,2024-11-07 13:30:00,4A,AGG. ASSAULT,O,511.0,M,39.0,WHITE,UNKNOWN,3300 CHESTNUT AVE,NORTHERN,HAMPDEN,39.327112,-76.629084,"(39.327112,-76.629084)",STREET                                            ,1,-76.629084,39.3271120000001
173773,24K02351,2024-11-07 14:15:00,4E,COMMON ASSAULT,I,525.0,M,13.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,800 E 43RD ST,NORTHERN,WILSON PARK,39.342406,-76.604508,"(39.342406,-76.604508)",SCHOOL                                            ,1,-76.604508,39.342406
174714,24K03291,2024-11-07 15:30:00,6F,LARCENY FROM AUTO,O,314.0,M,20.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,800 E 22ND ST,EASTERN,EAST BALTIMORE MIDWAY,39.314585,-76.606509,"(39.314585,-76.606509)",STREET                                            ,1,-76.606509,39.3145850000001
173932,24K02099,2024-11-07 15:40:00,4A,AGG. ASSAULT,I,512.0,M,55.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2500 MARYLAND AVE,NORTHERN,CHARLES VILLAGE,39.318847,-76.618343,"(39.318847,-76.618343)",OFFICE BUILDING                                   ,1,-76.618343,39.3188470000001
174564,24K02088,2024-11-07 15:40:00,4E,COMMON ASSAULT,I,512.0,M,65.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2500 MARYLAND AVE,NORTHERN,CHARLES VILLAGE,39.318847,-76.618343,"(39.318847,-76.618343)",OFFICE BUILDING                                   ,1,-76.618343,39.3188470000001
173769,24K02117,2024-11-07 17:15:00,4E,COMMON ASSAULT,I,514.0,M,72.0,ASIAN,NOT_HISPANIC_OR_LATINO,3200 GREENMOUNT AVE,NORTHERN,ABELL,39.32736,-76.609493,"(39.32736,-76.609493)",WHOLESALEDISC. STOR                               ,1,-76.609493,39.3273600000001
174179,24K02163,2024-11-07 17:15:00,6J,LARCENY,I,311.0,F,79.0,WHITE,NOT_HISPANIC_OR_LATINO,1700 N CHARLES ST,EASTERN,CHARLES NORTH,39.308892,-76.61634,"(39.308892,-76.61634)",RESTAURANT                                        ,1,-76.61634,39.3088920000001
173777,24K02194,2024-11-07 19:00:00,4E,COMMON ASSAULT,O,732.0,F,13.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,WOODBROOK AVE,WESTERN,AUCHENTOROLY-PARKWOOD,39.31389229978799,-76.64568460340008,"(39.31389229978799,-76.64568460340008)",PARK                                              ,1,-76.6456846029999,39.3138923000001
174632,24K02199,2024-11-07 20:30:00,6J,LARCENY,I,512.0,DK,DK,DK, ,300 W 29TH ST,NORTHERN,REMINGTON,39.322086,-76.622183,"(39.322086,-76.622183)",RESTAURANT                                        ,1,-76.6221829999999,39.3220860000001
173698,24K02208,2024-11-07 22:13:00,5A,BURGLARY,I,315.0,F,39.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,1600 CHILTON ST,EASTERN,COLDSTREAM HOMESTEAD MONTEBELLO,39.327241,-76.594575,"(39.327241,-76.594575)",OTHER/RESIDENTIAL                                 ,1,-76.594575,39.3272410000001
174185,24K02219,2024-11-07 23:40:00,4A,AGG. ASSAULT,O,525.0,F,49.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,E 33RD ST,NORTHERN,OAKENSHAWE,39.328477,-76.611003,"(39.328477,-76.611003)",STREET                                            ,1,-76.611003,39.3284770000001
176213,24K02276,2024-11-08 01:30:00,6J,LARCENY,I,525.0,F,15.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,4200 YORK RD,NORTHERN,PEN LUCY,39.340273,-76.609476,"(39.340273,-76.609476)",OTHER/RESIDENTIAL                                 ,1,-76.609476,39.340273
172128,24K02272,2024-11-08 02:30:00,4E,COMMON ASSAULT,I,514.0,F,26.0,WHITE,HISPANIC_OR_LATINO,3200 SAINT PAUL ST,NORTHERN,CHARLES VILLAGE,39.326987,-76.6158,"(39.326987,-76.6158)",CONVENIENCE STORE                                 ,1,-76.6158,39.326987
175611,24K02447,2024-11-08 08:00:00,7A,AUTO THEFT,I,315.0,F,25.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2600 ROBB ST,EASTERN,COLDSTREAM HOMESTEAD MONTEBELLO,39.319512,-76.59716,"(39.319512,-76.59716)",OTHER/RESIDENTIAL                                 ,1,-76.59716,39.319512
172136,24K02460,2024-11-08 09:30:00,5A,BURGLARY,I,513.0,M,36.0,WHITE,NOT_HISPANIC_OR_LATINO,2900 SAINT PAUL ST,NORTHERN,CHARLES VILLAGE,39.323695,-76.615689,"(39.323695,-76.615689)",OTHER/RESIDENTIAL                                 ,1,-76.615689,39.323695
172137,24K02460,2024-11-08 09:30:00,5A,BURGLARY,I,513.0,M,66.0,WHITE,UNKNOWN,2900 SAINT PAUL ST,NORTHERN,CHARLES VILLAGE,39.323695,-76.615689,"(39.323695,-76.615689)",OTHER/RESIDENTIAL                                 ,1,-76.615689,39.323695
171277,24K03091,2024-11-08 11:00:00,5A,BURGLARY,I,311.0,DK,DK,DK, ,20 E NORTH AVE,EASTERN,CHARLES NORTH,39.311011,-76.615658,"(39.311011,-76.615658)",OFFICE BUILDING                                   ,1,-76.6156579999999,39.3110110000001
172046,24K02374,2024-11-08 11:10:00,4E,COMMON ASSAULT,I,733.0,M,51.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2600 PENNSYLVANIA AVE,WESTERN,PENN NORTH,39.311385,-76.643966,"(39.311385,-76.643966)",OTHER/RESIDENTIAL                                 ,1,-76.643966,39.311385
172134,24K02374,2024-11-08 11:10:00,4E,COMMON ASSAULT,I,733.0,F,38.0,WHITE,UNKNOWN,2600 PENNSYLVANIA AVE,WESTERN,PENN NORTH,39.311385,-76.643966,"(39.311385,-76.643966)",OTHER/RESIDENTIAL                                 ,1,-76.643966,39.311385
172135,24K02374,2024-11-08 11:10:00,4E,COMMON ASSAULT,I,733.0,M,34.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2600 PENNSYLVANIA AVE,WESTERN,PENN NORTH,39.311385,-76.643966,"(39.311385,-76.643966)",OTHER/RESIDENTIAL                                 ,1,-76.643966,39.311385
176208,24K02441,2024-11-08 14:00:00,3A,ROBBERY,O,513.0,F,40.0,WHITE,UNKNOWN,GREENMOUNT AVE,NORTHERN,HARWOOD,39.320978,-76.609548,"(39.320978,-76.609548)",STREET                                            ,1,-76.609548,39.320978
171977,24K02901,2024-11-08 22:00:00,5A,BURGLARY,I,511.0,M,45.0,WHITE,NOT_HISPANIC_OR_LATINO,3500 ELM AVE,NORTHERN,HAMPDEN,39.330548,-76.631122,"(39.330548,-76.631122)",OTHER/RESIDENTIAL                                 ,1,-76.6311219999999,39.3305480000001
176210,24K02701,2024-11-08 23:50:00,7A,AUTO THEFT,O,732.0,F,58.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,PARKWOOD AVE,WESTERN,AUCHENTOROLY-PARKWOOD,39.315184,-76.646149,"(39.315184,-76.646149)",STREET                                            ,1,-76.646149,39.315184
172942,24K04613,2024-11-09 00:00:00,6F,LARCENY FROM AUTO,O,524.0,F,35.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,5000 READY AVE,NORTHERN,WINSTON-GOVANS,39.349854,-76.60888,"(39.349854,-76.60888)",STREET                                            ,1,-76.6088799999999,39.3498540000001
174751,24K02654,2024-11-09 03:05:00,7A,AUTO THEFT,O,736.0,F,69.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1900 EUTAW PL,WESTERN,BOLTON HILL,39.309608,-76.632676,"(39.309608,-76.632676)",STREET                                            ,1,-76.6326759999999,39.309608
174819,24K02698,2024-11-09 07:00:00,6J,LARCENY,I,511.0,DK,DK,DK, ,3600 ROLAND AVE,NORTHERN,HAMPDEN,39.331430005529626,-76.63225998013851,"(39.331430005529626,-76.63225998013851)",CONVENIENCE STORE                                 ,1,-76.63225998,39.3314300060001
174764,24K02696,2024-11-09 07:30:00,4A,AGG. ASSAULT,O,325.0,M,34.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1900 N BROADWAY,EASTERN,SOUTH CLIFTON PARK,39.31291,-76.59534,"(39.31291,-76.59534)",SHED/GARAGE                                       ,1,-76.59534,39.31291
172850,24K03096,2024-11-09 10:30:00,7A,AUTO THEFT,O,521.0,M,21.0,WHITE,NOT_HISPANIC_OR_LATINO,3800 TUDOR ARMS AVE,NORTHERN,WYMAN PARK,39.33539015981515,-76.62591324173259,"(39.33539015981515,-76.62591324173259)",STREET                                            ,1,-76.625913242,39.33539016
172932,24K02993,2024-11-09 11:45:00,7A,AUTO THEFT,O,524.0,F,54.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,400 BEAUMONT AVE,NORTHERN,WINSTON-GOVANS,39.351639,-76.609017,"(39.351639,-76.609017)",SHED/GARAGE                                       ,1,-76.6090169999999,39.351639
171815,24K35575,2024-11-09 14:15:00,6J,LARCENY,I,514.0,F,42.0,WHITE,UNKNOWN,3100 N CALVERT ST,NORTHERN,CHARLES VILLAGE,39.326034,-76.614679,"(39.326034,-76.614679)",OTHER/RESIDENTIAL                                 ,1,-76.614679,39.326034
175407,24K02781,2024-11-09 14:25:00,4E,COMMON ASSAULT,I,411.0,F,25.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,3900 REXMERE RD,NORTHEAST,EDNOR GARDENS-LAKESIDE,39.336649,-76.602043,"(39.336649,-76.602043)",OTHER/RESIDENTIAL                                 ,1,-76.602043,39.3366490000001
173888,24K02823,2024-11-09 14:30:00,4A,AGG. ASSAULT,I,514.0,M,40.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,3000 FRISBY ST,NORTHERN,BETTER WAVERLY,39.325382,-76.607497,"(39.325382,-76.607497)",OTHER/RESIDENTIAL                                 ,1,-76.607497,39.325382
174756,24K02800,2024-11-09 15:30:00,6J,LARCENY,I,521.0,DK,DK,DK, ,1000 W 41ST ST,NORTHERN,HOES HEIGHTS,39.337532,-76.634497,"(39.337532,-76.634497)",RESTAURANT                                        ,1,-76.634497,39.3375320000001
172944,24K02826,2024-11-09 15:40:00,3A,ROBBERY,O,514.0,M,20.0,WHITE,UNKNOWN,N CALVERT ST,NORTHERN,CHARLES VILLAGE,39.324635,-76.614739,"(39.324635,-76.614739)",STREET                                            ,1,-76.614739,39.3246350000001
172846,24K02838,2024-11-09 16:45:00,4A,AGG. ASSAULT,I,734.0,F,38.0,UNKNOWN,HISPANIC_OR_LATINO,2200 EUTAW PL,WESTERN,RESERVOIR HILL,39.310713,-76.634338,"(39.310713,-76.634338)",OTHER/RESIDENTIAL                                 ,1,-76.634338,39.3107130000001
174934,24K03253,2024-11-09 18:00:00,5A,BURGLARY,I,314.0,DK,DK,DK, ,1300 E 25TH ST,EASTERN,EAST BALTIMORE MIDWAY,39.316787,-76.596226,"(39.316787,-76.596226)",UNKNOWN                                           ,1,-76.5962259999999,39.316787
172018,24K02859,2024-11-09 18:18:00,4E,COMMON ASSAULT,O,524.0,F,43.0,WHITE,UNKNOWN,400 WINSTON AVE,NORTHERN,RADNOR-WINSTON,39.349965,-76.612419,"(39.349965,-76.612419)",STREET                                            ,1,-76.612419,39.3499650000001
171938,24K35578,2024-11-09 21:30:00,6J,LARCENY,I,511.0,F,26.0,WHITE,NOT_HISPANIC_OR_LATINO,3500 HICKORY AVE,NORTHERN,HAMPDEN,39.330404,-76.633532,"(39.330404,-76.633532)",OTHER/RESIDENTIAL                                 ,1,-76.6335319999999,39.330404
174829,24K02932,2024-11-09 22:15:00,3A,ROBBERY,O,514.0,M,26.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,MONTPELIER ST,NORTHERN,BETTER WAVERLY,39.326369,-76.608007,"(39.326369,-76.608007)",STREET                                            ,1,-76.608007,39.3263690000001
174932,24K02955,2024-11-09 23:30:00,4A,AGG. ASSAULT,I,524.0,F,37.0,WHITE,NOT_HISPANIC_OR_LATINO,500 RADNOR AVE,NORTHERN,RICHNOR SPRINGS,39.34784,-76.609251,"(39.34784,-76.609251)",OTHER/RESIDENTIAL                                 ,1,-76.609251,39.3478400000001
176629,24K02964,2024-11-10 02:45:00,4A,AGG. ASSAULT,I,524.0,M,20.0,WHITE,UNKNOWN,W COLD SPRING LN,NORTHERN,LOYOLA/NOTRE DAME,39.345167,-76.625285,"(39.345167,-76.625285)",SCHOOL                                            ,1,-76.625285,39.3451670000001
170926,24K03011,2024-11-10 06:30:00,4E,COMMON ASSAULT,I,514.0,F,26.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,200 E UNIVERSITY PKWY,NORTHERN,CHARLES VILLAGE,39.330688,-76.615028,"(39.330688,-76.615028)",DRUG STORE / MED  BLDG                            ,1,-76.6150279999999,39.3306880000001
170344,24K03416,2024-11-10 08:30:00,6G,LARCENY,O,733.0,F,32.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,2400 ETTING ST,WESTERN,PENN NORTH,39.311491,-76.641539,"(39.311491,-76.641539)",STREET                                            ,1,-76.641539,39.311491
171805,24K03094,2024-11-10 14:00:00,6J,LARCENY,I,311.0,DK,DK,DK, ,1800 FALLS RD,EASTERN,CHARLES NORTH,39.31003965911196,-76.61889506120255,"(39.31003965911196,-76.61889506120255)",SPECIALTY STORE                                   ,1,-76.618895061,39.310039659
171018,24K04055,2024-11-10 16:00:00,6J,LARCENY,I,513.0,M,31.0,WHITE,UNKNOWN,MATHEWS ST,NORTHERN,BETTER WAVERLY,39.320932,-76.607938,"(39.320932,-76.607938)",OTHER/RESIDENTIAL                                 ,1,-76.6079379999999,39.320932
170937,24K03944,2024-11-10 18:30:00,6F,LARCENY FROM AUTO,O,736.0,M,41.0,ASIAN,NOT_HISPANIC_OR_LATINO,1600 PARK AVE,WESTERN,BOLTON HILL,39.30909253959201,-76.62642993989068,"(39.30909253959201,-76.62642993989068)",STREET                                            ,1,-76.62642994,39.3090925400001
170342,24K03152,2024-11-10 20:30:00,4A,SHOOTING,I,514.0,M,40.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,200 E UNIVERSITY PKWY,NORTHERN,CHARLES VILLAGE,39.330688,-76.615028,"(39.330688,-76.615028)",DRUG STORE / MED  BLDG                            ,1,-76.6150279999999,39.3306880000001
176539,24K03152,2024-11-10 20:30:00,4A,AGG. ASSAULT,I,514.0,M,40.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,200 E UNIVERSITY PKWY,NORTHERN,CHARLES VILLAGE,39.330688,-76.615028,"(39.330688,-76.615028)",DRUG STORE / MED  BLDG                            ,1,-76.6150279999999,39.3306880000001
170935,24K03293,2024-11-10 23:00:00,7A,AUTO THEFT,O,515.0,F,38.0,WHITE,UNKNOWN,E 35TH ST,NORTHERN,WAVERLY,39.330627,-76.605195,"(39.330627,-76.605195)",STREET                                            ,1,-76.605195,39.330627
171807,24K03182,2024-11-10 23:26:00,5A,BURGLARY,I,311.0,DK,DK,DK, ,300 E NORTH AVE,EASTERN,GREENMOUNT WEST,39.311163,-76.611584,"(39.311163,-76.611584)",OTHER/RESIDENTIAL                                 ,1,-76.6115839999999,39.3111630000001
173689,24K03206,2024-11-11 00:45:00,4E,COMMON ASSAULT,I,513.0,F,34.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,800 EXETER HALL AVE,NORTHERN,BETTER WAVERLY,39.322706,-76.606757,"(39.322706,-76.606757)",OTHER/RESIDENTIAL                                 ,1,-76.606757,39.322706
174472,24K03212,2024-11-11 00:45:00,4E,COMMON ASSAULT,I,513.0,F,34.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,800 EXETER HALL AVE,NORTHERN,BETTER WAVERLY,39.322706,-76.606757,"(39.322706,-76.606757)",OTHER/RESIDENTIAL                                 ,1,-76.606757,39.322706
174473,24K03218,2024-11-11 02:44:00,3A,ROBBERY,O,525.0,M,25.0,ASIAN,UNKNOWN,N CHARLES ST,NORTHERN,TUSCANY-CANTERBURY,39.335825,-76.618229,"(39.335825,-76.618229)",STREET                                            ,1,-76.618229,39.3358250000001
175236,24K03222,2024-11-11 03:15:00,3A,ROBBERY,O,525.0,M,20.0,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,400 E 33RD ST,NORTHERN,OAKENSHAWE,39.328515,-76.61009,"(39.328515,-76.61009)",STREET                                            ,1,-76.61009,39.328515
174553,24K03349,2024-11-11 05:00:00,3A,ROBBERY,O,411.0,M,81.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,THE ALAMEDA,NORTHEAST,EDNOR GARDENS-LAKESIDE,39.337127,-76.59907,"(39.337127,-76.59907)",STREET                                            ,1,-76.59907,39.3371270000001
175306,24K03236,2024-11-11 05:00:00,4E,COMMON ASSAULT,I,512.0,F,26.0,WHITE,NOT_HISPANIC_OR_LATINO,2700 MARYLAND AVE,NORTHERN,CHARLES VILLAGE,39.320785,-76.618628,"(39.320785,-76.618628)",OTHER/RESIDENTIAL                                 ,1,-76.6186279999999,39.3207850000001
174470,24K01344,2024-11-11 06:30:00,3C,ROBBERY - COMMERCIAL,I,521.0,DK,DK,DK, ,1000 W 41ST ST,NORTHERN,HOES HEIGHTS,39.33748,-76.634275,"(39.33748,-76.634275)",WHOLESALEDISC. STOR                               ,1,-76.6342749999999,39.33748
174395,24K01344,2024-11-11 06:30:00,3A,ROBBERY,I,521.0,M,33.0,WHITE,NOT_HISPANIC_OR_LATINO,1000 W 41ST ST,NORTHERN,HOES HEIGHTS,39.33748,-76.634275,"(39.33748,-76.634275)",WHOLESALEDISC. STOR                               ,1,-76.6342749999999,39.33748
174551,24K03258,2024-11-11 07:05:00,6C,LARCENY,O,515.0,DK,DK,DK, ,E 33RD ST,NORTHERN,WAVERLY,39.328548,-76.609361,"(39.328548,-76.609361)",GAS STATION                                       ,1,-76.609361,39.3285480000001
176530,24K06307,2024-11-11 08:00:00,7A,AUTO THEFT,O,521.0,F,23.0,WHITE,NOT_HISPANIC_OR_LATINO,600 SOMERSET RD,NORTHERN,KESWICK,39.341893,-76.631985,"(39.341893,-76.631985)",STREET                                            ,1,-76.631985,39.341893
175671,24K05248,2024-11-11 13:00:00,5A,BURGLARY,I,322.0,M,48.0,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1600 E FEDERAL ST,EASTERN,OLIVER,39.308532,-76.596303,"(39.308532,-76.596303)",OTHER/RESIDENTIAL                                 ,1,-76.596303,39.3085320000001
175230,24K03413,2024-11-11 13:30:00,7A,AUTO THEFT,I,525.0,M,38.0,DK,HISPANIC_OR_LATINO,200 E HIGHFIELD RD,NORTHERN,GUILFORD,39.339603,-76.614343,"(39.339603,-76.614343)",OTHER/RESIDENTIAL                                 ,1,-76.614343,39.3396030000001
174471,24K04207,2024-11-11 14:00:00,6G,LARCENY,O,511.0,F,36.0,WHITE,NOT_HISPANIC_OR_LATINO,1200 W 40TH ST,NORTHERN,HAMPDEN,39.336781,-76.636845,"(39.336781,-76.636845)",STREET                                            ,1,-76.6368449999999,39.336781
